title,content,tags
Sleeping options when under 18 and travelling solo,"I'm a 16 year old citizen of Ukraine, living in Poland, and I want to travel to Lofoten, northern Norway, by hitchhiking from Warsaw. One of the adventure's goals is to spend as little money as possible. And when it comes to where to sleep, problems begin, because I'm not allowed to use couchsurfing etc. because I'm under 18. It's okay for me to sleep in a tent and a sleeping bag, but it would be nice to stay at someone's home from time to time to take a proper shower, to cook something in the kitchen and to sleep beneath the roof.
One option I thought of is for my father to create an account for me. Then maybe I can use it, just to see where there are houses with couchsurfing hosts in the nearest city, go there ask them whether they'll let me to stay for a night. Would I be able to do this without a problem?
Also, I have a type D visa allowing me to be in any Schengen country for less than 90 days.
Edit:
I see, that i have forgotten to mention some details, so it led to a lot of misunderstanding regarding my situation.
I live in Poland with my family, and no, I am not going to just run away from home for this trip :D. No, I'll of course inform my parents about the trip and I'll have written permission from them to travel (i even already have one :). I will take my card which is connected to my father's account and some cash to by food etc. My parents will provide me with some money, they can even pay for me staying in hostel every night, that's not the problem - i just want my trip to be something like this. I have already read about right to roam and i know basic hitchhiking rules.
Also, in my plan about using father's couchsurfing account, i don't want to ""book"" houses or make any contact through the system, no. I'm just wondering wether there is a ""map"" on this website that allows users to see where there are couchsurfing hosts in particular city with their exact adresses given, so that i can go there by feet, knock the door, and if the host would be there, ask him wether he'll let me stay for one night (menitoning that i'm 16). This would be better than just asking people in random houses, because on couchsurfing i can see wether person is good (reference system) and if i just knock random door there might be paedophile living etc.
Also, camping sites and hostels with €20 per night are not really the best option for me, because that would cost a little bit, considering the fact that my trip would take me approx one month, and that i don't want to spend a lot of money.
I was asking about some free options like ""search for houses with families or grandparents and ask them wether they'll let you stay for a night in their garage and use their shower"".
P.S.: are there free public showers on my way (Germany, Denmark, Sweden, Norway)?
","accommodation, sleeping, norway, minors, hitchhiking"
"I've applied for a UK Standard Visitor visa to attend to my sick husband, but my application was refused. How should I reapply?","I have applied for a UK visitor visa to see my sick husband (who has ILR) in the hospital. It was my very first application ever, as I never intended to go to the UK until I finish my mandatory housemanship/internship training. 
I urgently applied after my husband fell ill so suddenly, without thinking a lot about it and, ten days later, it got refused. I'm reapplying again, after correcting what went wrong the last time. 
I am also making a human rights claim in my application this time around because I think I qualify for one. My husband of 2 years is bedridden in hospital so going there is the ONLY option. I cannot even talk to him on the phone because he has had brain surgery.
I am attaching pictures of the refusal notice. Do I have a chance this time after submitting all the right documents? 
My bank statement does show regular flow of income but it's empty at the moment. As a junior doctor who is still training I get very little pay, my husband is my provider. I am being sponsored by my sister-in-law and her husband, both of whom are British citizens. 
My questions are:

Will an empty bank account adversely affect my application the next time despite the 3rd part sponsorship?
Will a frank human rights claim attract more consideration from the ECO? To at least refer the case to the ECM or grant me the right to appeal in case refused?
They previously stated I had limited evidence of my circumstances. Although I attached a letter from my mother stating that I'm the eldest of 5. Mom is a widow. But now I am attaching copies of my siblings' passports, 2 property deeds. I co-own the house we're living in with mom and siblings and I also have inherited another house that was owned by my father. In addition to my very important work, do these constitute what they consider ""strong ties to home country""?

So in addition to getting all the translations done, this is what I'm attaching this time:

My bank statement (showing an opening balance of about 850£, regular salaries and withdrawals over 6 months, closing balance of 10£).
My employment letter (showing no objection to leave with dates/ stating I need to come back and make for the absence).
Letter of internship from federal ministry of health.
Letter from Sudan Medical Council showing I have preliminary registration with my reg. Number and that I will be granted full reg after completing internship. 
University certificate of graduation.
Letter from the money exchange agency stating that my husband has been sending me monthly allowance from 1st receipt to last receipt. 
Property deeds (one of which I co-own with siblings and mom, other one is inheritance).
Father's death certificate. 
Copies of mother's and siblings' passports. 
Letter from my mother saying I help her with my younger siblings both financially and emotionally and that she wants me to become a fully registered doctor and pursue my career (something I will NEVER be able to do if I go underground in UK).
My own cover letter explaining my circumstances and list of documents. 
My marriage certificate. 
Photographs of myself, my husband, my sister-in-law and her husband on family occasions.
Letter of sponsorship (updated)
Passport copy of my sponsor.
Bank statements of sponsor's spouse.
Legal affidavit from my sister-in-law clarifying our relationship, and that she is taking care of her mother, and that she will take care of her brother after I leave.
Letter from the hospital where my husband is at (2 actually the older one and a newer one from a different hospital as they've moved him).
Husband's immigration status document.

Will these documents make my application stronger this time?

","uk, visa-refusals"
Entry in Netherlands and exit in Switzerland on French visa,"I have a Schengen visa issued by France, because I planned to spend my holiday with my friend in Paris for 10 days.
Now I want to change my plan to go to Amsterdam, Paris, and Switzerland. I want to enter Amsterdam and stay for 3 nights, then go to Paris for 4 nights, then to Switzerland for 6 nights.
Can I enter the Netherlands and exit from Switzerland on my French visa?
",french-schengen-visas
My name is printed twice in my Schengen visa,"In the Schengen visa, my name is printed twice. Is this going to be a problem? Can I travel on this visa?
In my passport, I have only my given name: the given name and surname are the same in the visa.
","visas, schengen, passports"
Why do people sit outside Primark Oxford Street West?,"I once thought they were waiting for the bus. I see people from different nations sitting there, any specific reason? I refuse to believe they are sitting for the sake of sitting. 
Edit: to be clear, I am asking if this huge amount of people who sit there all the time are using the place as cafe, sitting there just watching other people do their shopping. 


","uk, london"
Departure passport check,"When departing from Schengen to other outside-Schengen countries does the company (Easyjet, Ryanair) and the police checking the documents before boarding have a legal obligation not to board people without a passport? Is there a specific law about this?
Thanks:) 
EDIT: I discovered airline do not have responsability towards passengers (see point 13.2 here http://www.easyjet.com/en/terms-and-conditions ). What I find crazy is that the policeman that was checking the documents for this particular flight told me twice that I could take the flight and that the national ID was fine to flight to exit Schengen area. I asked him surprised if it was true and he confirmed it. It's crazy that you can't trust a policeman. I thought he knew more than me about it.
","schengen, passports, legal"
Layover at Heathrow,"(English is not my first language. Apologies in advance for any grammar mistakes!)
I am flying to LHR from Dublin with Aer Lingus at 19:20 (Terminal 2) and have an Aeroflot flight leaving for Moscow at 22:45(Terminal 4).
They are on different tickets so I have to go through custom (I am from non-EU country) and recheck my bag.etc
Is 3h 25m enough for this? 
I have another connecting flight with Aeroflot in Moscow so I have to take the flight to Moscow on time...
Should I change the flight with Aer Lingus?
","transit, lhr, moscow, aeroflot, aer-lingus"
Does being refused entry to Singapore mean I am now blacklisted?,"My friend who is an Indonesian citizen tried to enter Singapore this week and was refused entry at the Singapore Harbour Front Ferry Terminal by immigration.
This was his first trip overseas and is not used to international travel, so due to his inexperience and that he was excited to go to Singapore, he possibly made some mistakes on trying to be granted access into Singapore. 
He was told he was to enter a Singapore address for his stay or a friend or relative he will stay with. He was only staying for one day and was going to catch the ferry back at night, so he had no plan to stay in Singapore and as such had no address to put. They then asked why he was traveling alone and that he should travel with somebody for his first trip. He told them he always travels alone in Indonesia and finds it easier to see and do things alone. He was then asked why he was entering Singapore and the reason he gave was to purchase some electronics which he cannot buy in Indonesia. They asked for how much money he had and they then advised that he did not have enough money to purchase the items he was after. They refused his entry and he was then escorted to a ferry and returned to Indonesia. His passport was not stamped and he was not fingerprinted. 
He was given a Notice of Refusal of Entry which had the reason as ""Being ineligible for the issue of a pass under current immigration policies"" form on his departure. Also included on this form is his passport number etc. He was not advised of him being banned or a time frame that he cannot enter Singapore.
My questions are:
Has he been banned or restricted to enter Singapore for a period of time?
When entering countries including Singapore, does he need to tick the box stating he has been refused entry into another country?
I am hoping to get my friend to Australia at the end of the year for a 10 day holiday and will this hinder his chance of getting a visa and entering Australia?
","customs-and-immigration, singapore, denial-of-entry, indonesian-citizens"
Is the 180 days in a year UK non-rule (myth) a hidden/unwritten rule?,"The myth of the 180 day non-rule has been debunked here on travelexchange however there is no explanation if it is perhaps an unwritten one.
We find that there are many rules and hidden requirements including funds parking and provenance of funds in granting UK visitor visas which are not explicitly spelled out. We also know that there is nothing explicit in the rules that say a visitor cannot spend more than 180 days in the previous one year in the UK.
The rules do say:

V 4.2 The applicant must satisfy the decision maker that they are a
  genuine visitor. This means that the applicant:
(b) will not live in the UK for extended periods through frequent or
  successive visits, or make the UK their main home;

Is the 180 day non-rule actually a defacto hidden rule and viewed as a violation of the above? In an article about the detention and denied landing of an Australian man to the UK, it explains the reason for his refusal as:

As a regular visitor to his family in Britain, he had already spent
  180 days in the UK in the previous 12 months, and was classified as
  having overstayed his visa.

","uk, customs-and-immigration"
Would Netherlands refuse entry for a Schengen visa issued by the French embassy?,"I have a valid multiple-entry Schengen visa issued from the French embassy in Bahrain. At the beginning, my flight was to Paris, France, but I want to change my route to be Amsterdam, Netherlands my first destination (first port of entry) then France. 
I heard some people saying that Netherlands may refuse your entry as a first destination (first port of entry and it should be to France). If so, can I purchase a ticket from their airport (Amsterdam Schiphol Airport) to France. Or it is allowed for me to enter?
Note: I have all the confirmed booking documents that prove I will be staying longer period in France. And this is why I applied for the visa at the French embassy.
","visas, schengen, france, netherlands, amsterdam"
Seoul JSA tour dates,"We are looking for a JSA tour on the 4th or 5th July but nowhere seems to have availability. Is the JSA closed on these days or are all the tours just booked? Need to know so I know if I should keep looking!
Many thanks. 
","south-korea, seoul, north-korea"
Vietnamese customs/paperwork,"I have a question about customs in Vietnam.  I’m traveling there to teach a short course on computing at a local university, and am bringing with me some equipment for students to use in the course.  According to the information I can find on various official websites (and the university's understanding), it appears that I have all the necessary paperwork. 
However, I’m wondering if anyone has any experience with bringing in equipment under these circumstances, and whether or not I need to be prepared for any difficulties with this process.
In addition to my passport, I have the following in both Vietnamese and English: a letter of invitation from the university (listing all of the equipment and it’s educational purpose), and a document showing photos of all of the equipment, the number of each item I’m carrying, and a written description.
Many thanks!
","customs-and-immigration, paperwork, vietnam"
E-Ticket vs Itinerary vs Booking Reference,"What are the differences between these three?
Why do they send you three different identifying codes?
","air-travel, tickets, bookings"
No stamp on non-EU passport while travelling from Belfast to Dublin,"I am an Irish citizen, along with my whole family. 
My in-laws are non-EU citizens. They travelled to the UK on a visit visa while they applied for an Irish visit visa in their home country. During their stay in the UK, their Irish visa was approved. After facilitation through the Department of Justice visa section, they got their visa at the Irish Embassy London. 
Two days later, they came to Ireland via cheap budget flight, landing at Belfast airport because they wanted to see Belfast, as well. Then, we travelled via road in my Irish registered car to Dublin. They stayed two weeks and flew back to the UK via Ryan. 
In this whole process their passports were never stamped.  In fact, apart from their airline tickets, there is no evidence they had travelled to Ireland. They applied for another Irish visit visa. They wrote in their visa application that they did travel to Ireland, but the visa section is asking for proof of the stamp for that visit. How can we explain that there is no border control so no stamp was put in?
Was their entry illegal even though they had valid visas for both the UK and Ireland? Should we have done something differently? 
","visas, uk, customs-and-immigration, ireland, northern-ireland"
"How to buy BahnCard online with a debit card that is not ""mine""?","I'm going to be in Germany for a year and getting a BahnCard is a no-brainer. I was about to purchase it online, when someone advised me that I'd later need to show the credit/debit card I use as proof of ID on the train.
The problem is that I use a debit card that is not in my name, but rather in my sister's name because I was not old enough to open up my own bank account. All the money in there is mine (I am not committing fraud lol), it's just that the account is in her name. 
What can I do in this case? If I pay with PayPal, would that help at all? What exactly does Deutsche Bahn do in cases such as this (or parents buying their minors an online BahnCard with their cards)?
","trains, tickets, germany, deutsche-bahn"
Is it possible to have 2 10000mAh power banks in a single carry on?,"I am traveling abroad and I was wondering if I can take my 2 power banks with me in my carry on.
They are both identical power banks with 10000 mAh
These are the ones I have
",power
Graduated Class G Licence to P Plate licence,"Is it possible to transfer a class G1 licence to a P1 or P2 whichever is the equivalent when I move back to Australia?
","usa, driving, australia"
China intercity taxi / taxi-like transport,"I'm wondering how to move in an easy and fast way between main cities in China to more apart or countryside places.
Is it usual/easy/cheap to arrange a trip by some kind of taxi or private transportation service at the moment? And what is the regular fare for example for 1 hour trip for those kind of services?
–I know some countries where is quite easy to catch a driver on the street or the surroundings of public stations.
Thanks!
P.S. Having in mind we don't speak any word of Chinese and will try to communicate with Mobile apps/dictionaries/maps.
","china, taxis"
Which ATMs offer no-fee cash withdrawals in Chile?,"Which ATMs in Chile offer cash withdrawals without charging a fee? I am using a Visa Debit card. 
My bank will not charge me fees for withdrawals, but I am concerned that the ATM's bank might.
","money, payment-cards, fees-and-charges, chile, atms"
Can I use a FIFA FAN ID to enter and leave Russia for tourism purposes?,"I am currently in Russia on a 90-day student visa that expires in September. I have tickets to attend the FIFA Confederations Cup 2017 final match on July 2nd. Attending this event requires registering for a FIFA FAN ID, which gives access to the stadium. According to the FIFA FAN ID FAQ:

FAN IDs are issued to all spectators of the FIFA Confederations Cup
  2017 for access to a stadium. FAN ID gives the opportunity to use free
  transport services on the match days in the host city the sports
  events. The foreign citizens, who come to the Russian Federation as
  spectators of the FIFA Confederations Cup 2017 matches, can use their
  FAN IDs for multiple visa-free entry into and exit from the Russian
  Federation upon presentation of valid identity documents that are
  recognized as such by the Russian Federation, during the period that
  starts ten days before the date of the first match and ends ten days
  after the date of the last match of the FIFA Confederations Cup 2017.

Considering the above, would it be legal for me to leave and re-enter Russia for tourism purposes (e.g. visit Finland or Estonia) by using my FIFA FAN ID? 
It seems to me that the intended use of this feature of the FIFA FAN IDs is for travelers to enter Russia for the purpose of watching the FIFA Cup, not for visa-holders like myself to leave for tourism purposes.
Lastly, even if this is technically legal, is it a good idea? I'd be interested in hearing the pros and cons of such travel.
","visas, customs-and-immigration, russia"
How safe is to visit Kashmir with family now?,"Planning to visit by Mid July .. Is it a safe place now to enjoy holidays with family
",india
Can I apply for Singapore Business Visa through a local contact online?,"I am from one of those countries which needs a visa before I can travel to Singapore. Currently I work in the USA. My company is planning to send me to its Singapore branch for couple of weeks to attend a workshop. I used to work (under Employment Pass) in the Singapore branch for few years before I moved to USA. 
My girlfriend is a Singapore citizen. Whenever I want to visit her, she applies for a social visit pass through the Singapore Government Submission of Application for Visa Electronically (SAVE) and puts herself as a local contact. I get the social visit pass in a day or two. Also another note, my girlfriend works in the same company as me but in the Singapore branch which is where I will be visiting to attend the workshop. 
Is it possible to apply for business visit pass through a local contact using SAVE? Can she give me letter of introduction Form V39A as she is also working in the same company?  The main reason I am trying to do this online is because I need to travel next week. What are my options? 
","visas, singapore, business-travel"
UK visa refusal letter suggests mix up of applications. What should we do?,"We applied for a visitor visa from Bangladesh to attend a convocation ceremony in the UK. We were handed refusal letters from the VAC. The refusal letter outlined reasons that were clearly from other applications. For instance, the refusal letter mentioned employment details such as company name and salary that are clearly not mine. It also referenced bank statements and large transactions in the said bank statement - but that bank statement from the specified financial institution is definitely not mine.
We also had a phone interview few days ago, and there is no mention of that phone interview in the refusal notice.
I could not believe it when I read the refusal notice, but it seems like they completely mixed up our visa application with someone else's. Obviously, we do not want to re-apply and pay a hefty application fee. This is a mistake on their part and very unfair to us. How should we proceed? 
","uk, visa-refusals, bangladesh"
Exchanging money at bank vs at airport,"When leaving a country(Japan in this case) is it better to change money in a bank in town or at the airport or does it even matter?
I have heard that the exchange rate at the airport is worse then in banks. Is that true?
I am planning on changing yen to euro.
The only pros and cons I know currently are that not all banks in Japan have foreign currencies so I would have to visit multiple banks to exchange money while at the airport they will certainly have enough.   
",japan
I booked a hotel on my old bank card before I cancelled the card and switched banks,"I booked a room on my old bank account card; I paid for the room in full on that card. I no longer use that bank account and opened a new bank account through a different bank. Will I have issues checking in, or will I be fine since it's already paid for?
","hotels, payment-cards"
"Is there a way to fast-track a ""Subject Access Request (SAR)"" in the EU?","Sometimes a person wants to find out what information a member state is keeping on them.  They may be contemplating a visa application, or a judicial review, or visiting one or more member states and they want to know if they will expect problems at the border control point.  I suppose in other cases some people are worried that an EU member might have obtained information that is inaccurate and they want to dispute the information.
The standard way to do this is with a ""Subject Access Request (SAR)"", we always tell people to do this following either a removal or refusal, especially if the information affects if the person can visit again or not.  The SAR is built-in to EU regulations to provide a remedy to learn what information a particular government has on them.
All well and good, but there are some member states (the UK) where the process can take hellishly long times.  Most people like to use a 8 - 12 month horizon for planning their travel, but if an SAR is going to take 18 - 24 months, then its value becomes worthless.
Or consider the case of a person filling out a visa application and they genuinely cannot remember their travel history, so they file an SAR and wait, but the process takes so long that they miss the reason they wanted the visa in the fist instance.
So the obvious question arises: is there a way to fast-track an SAR?  UKVI, for example, has several rungs of premium services where a visa application can be accelerated, even down to an hour.  What is the counterpart to an SAR application?  Is there an additional fee?  

Related on this site...
How to fill out and apply for Subject Access Request (SAR)?
How to fill out and apply for Subject Access Request (SAR) in Hungary?
Overstayed UK student visa in the past. Can I now visit the UK again?
Should I fill out this request (and/or anything else) as instructed by the UK Embassy?
How to fill out and apply for Subject Access Request (SAR)?
Does the UK know whether I am currently there or not?
...and others
","uk, schengen, paperwork, eu"
How can I get a postal order or cheque in British Pounds from outside of the UK?,"Is there an online service where you can order valid cheques in pounds or a Royal Mail postal order from outside of the UK (more precisely in Belgium)?
I need a cheque or a postal order in pounds because the UK visas and immigration department lists these as the only acceptable forms of payments for a freedom of information request.
","uk, europe, money"
Visa and Stay in Dubai,"I entered Dubai on a 30 day visit visa but did not leave within its validity. I have now secured employment. My employer has obtained a work visa and residency visa for me.
Does the law allow me to continue to remain in Dubai and to work or must I first leave the county and then renter on my work visa?
Am I breaking any laws if I continue to live and work without leaving the country? 
","visas, dubai, visit"
Staying in Japan in a Zen temple for a few months for a foreigner,"Are there Zen temples in Japan that allow staying there for a few months for meditation for foreigners? How much does that cost? Are there free ones? How about visa? 
","visas, japan, religion, temples"
Where in Tokyo can I sell/give-away US electronics (specifically home appliances)?,"I lived for a short time in the US about 3 years ago and had some home appliances (a electric wok, electric kettle, two electric blenders) bought brand new. But had to move back to India immediately so I didn't get a chance to use these appliances. I figured I'd go back so I brought them with me to India. 
I couldn't use these appliances in India because our electricity is 220v-240v. I don't see myself or anyone I know going to US anytime soon. I tried selling it online in a group where students who were aspiring to go to US for studies but nobody got back to me. I think it's generally a hassle for them to carry stuff from here when they can buy it easily over there.
I know that in Japan, US electrical appliances work without much trouble. I will be visiting Tokyo in August. Is there any place in Tokyo where I can go and sell off these US appliances? Even giving away for a good cause would do. These appliances are brand new (with exception of blenders which i've used a couple of times) and have never been used. 
Thanks.
",japan
What to do in case of lost landing card in UK?,"I think I lost my landing card after clearing the UK border. Other questions like this one from Hong Kong (there are also other examples) suggests that it is not required to clear departure formalities. 
Can someone please tell me if this is also true for UK? 
Will I get in trouble or go through some red tape related to the issue?
I'm thinking this must be a very commonplace occurence.
","uk, customs-and-immigration, paperwork"
What is the cheapest way of flying with two slightly overweight bags on an American Airlines flight to India?,"I'm flying from St. Louis, USA to Chennai, India.. My luggage is around 4 kilos more than acceptable when checking-in two bags.
What would be the fee to check-in these two slightly overweight bags (each 2 kilos over)? Is there a better way to avoid this charge? 
I'm still a Bronze BA Executive Club (this is a BA-codeshare flight) with a bunch of Avios in my kitty. Can I use my Avios against the extra weight charges?
","air-travel, luggage, british-airways, american-airlines, code-share"
Typhoon season in Japan late August - early September. Which areas have better weather?,"I'm currently planning my trip to Japan from 29 August till 12 September with plane tickets already purchased.
Initially I planned to visit remote southern areas, as far as Shinkansen goes - namely Kagoshima. Then spend several days in Osaka followed by tour along Sea of Japan shore.
However the more I look at it the more I'm getting concerned about typhoon season that is said to peak in Kyushu right when I'm going to be there. Typhoon aside, I also heard that jellyfish are swarming at these times, making beach activities non-viable.
As I don't want to get stuck in a hotel because it's showering non-stop outside, I'm re-planning my itinerary for areas where better weather can be expected at this time of year.
Which areas of Japan (e.g. Sea of Japan, Northern Honshu, Hokkaido) are have more sun during these dates? Do typhoons move from Kyushu northbound to hit the entire country or there are any areas unlikely to be hit?
","japan, weather-and-climate"
What are the differences between terminals and gates?,"My wife is a little concerned since she will have to fly by herself soon, and she just wanted to know what are the differences between the two? 
","air-travel, terminology, airport-terminals"
Traveling to USA after visiting Iran,"I will be traveling to the USA and I have been issued a visa. I also have a visa issued by Iran which I visited three years ago on a pilgrimage with my son-in-law. Will there be any problems entering the USA because my passport has an Iran visa?
","usa, customs-and-immigration, iran"
"Traveling to France, on single-entry Schengen tourist visa issued by Sweden","I'm an Indian national, currently residing in US. I'd applied for a Schengen visa for Iceland at the Sweden consulate (Sweden handles visa processing for Iceland). My passport with the stamped visa arrived late, to the point that I had to cancel my travel.
I now have an approved Schengen single-entry tourist visa issued by Sweden that I haven't traveled on. Planning a new trip to Iceland in the short duration while the visa is still valid is turning out to be just too expensive (no flight options available). Can I use this visa to travel to France instead?
Others have asked similar questions regarding use of the single entry Schengen visa, but I'm specifically interested in guidance / experience from travelers to France who've been in this situation.
","visas, schengen, customs-and-immigration, france, sweden"
Will Emirates accept one 25kg bag instead of two 23kg bags?,"I have an Emirates flight from Houston, Texas to Mumbai, India. I booked an Air India flight from Mumbai for the domestic portion.
Emirates will accept two bags of 23kg each, Air India will accept one 25kg bag.
Instead of checking two bags of 23kg each for a total weight of 46kg, will I be allowed to check-in a single bag which weighs 25kg, far less than the total 46kg allowance?
I am planning to use same luggage which I can carry check for the domestic onward flight that I'm taking in Mumbai.
","air-travel, luggage, check-in, emirates"
How to redeem an American Airlines voucher?,"Recently I traveled with American Airlines. I had a bad experience as I felt they were terribly outdated, so I complained with their customer service, who, ironically, gave me a paper voucher that I can redeem on my next flight.
Now... seems like this paper voucher that looks like a plane ticket can't be used while booking online, is that true? 
How I can redeem it? I read somewhere that I have to do a phone reservation and then mail the voucher. Really? That's so outdated
","american-airlines, vouchers"
Carrying a handgun in other countries with a US concealed carry permit,"I was wondering if you have a concealed carry license (U.S.), would that license apply in other countries? Or would you be breaking the other countries' laws? I also know some countries have very strict gun laws, and do not allow guns in their country. Would they apply to me as a non-citizen?
I'd like to take a snubby (small, low caliber revolver) for personal protection to some of the more dangerous countries I want to visit.
","legal, international-travel, us-citizens, security, firearms"
"Traveling from IKA airport to Zanjan, Iran","I would like to know the best possible way to reach the Institute for Advanced Studies in Basic Sciences in Zanjan, from Tehran Imam Khomeini International Airport. I am a tourist who knows English language only. In particular I would like to know the nearest bus station to the airport and how to reach there. Moreover do I have to book bus tickets online?  If yes, from which site? Can I pay through credit card? 
","airport-transfer, iran"
Russian immigration law once the company is closed,"I want to ask if still I can come back here in russia once I go for holiday ? Some people say that once my company is closed it means my visa also cancelled. But in my passport still I have valid visa just only my company is already closed.                                 If I go for holiday still I can come back here in russia using my valid visa ? 
",russia
Would people who have previously visited Iran have any issues when applying for a B-1/B-2 US visa?,"I am an Indian businessman and a frequent traveller. Have travelled to USA a couple of times in the past. My USA visa has expired. Now I need to visit Iran on business and afterwards to apply for a USA visitor visa for my future travel to USA.  
Will I have any problem in getting USA visa because of a short business trip to Iran?
","visas, indian-citizens, b1-b2-visas, iran"
Can an 'over-stayed' stamp from one country affect my ability to travel to other countries?,"I overstayed in South Africa for a week and got this ugly stamp in my passport which bans me from entering South Africa for a year. Now I want to travel to Italy, Paris and London for two months (in total).
Can they see this over-stayed stamp and not let me in?
In other words, can an over-stayed stamp from one country affect other countries?
","visas, schengen, uk, south-africa, overstaying"
Rights if we possess Carta di Soggiorno?,"I have searched the internet but could not find specific information so if we have got the following document ""Carta di Soggiorno di Familiare di Un Cittadino Dell'Unione"" (Residence Card of a family member of a Union Citizen, Italy) issued by the Italian authority, what rights do we possess of working inside Italy and EU? What about travelling? Will we be requiring visas for the states which are are not in Schengen?
","schengen, work, eu-citizens, permits, italian-residents"
Buying a sim-card for a week in Russia,"We are going to St. Petersburg for a week and we would like to buy a sim card for our Samsung smartphone, so that we can use phone and Waze. I looked for russian sim-cards in Google and all I found were plans with daily or monthly payments, that probably require a credit-card. Is there a way to buy a pre-paid sim card without a credit card? If so, what is the best place to buy - in the airport or on street shops?
","cellphones, russia"
Benefits of checking in online when checking bags,"What is the benefit of checking in online for a flight when you intend to check bags at the airport? I understand some airports have special lines for people that are already checked in but are checking bags. Are there any advantages for airports that don't have those lines?
","air-travel, airlines, luggage, airports"
Does a Sri Lankan need transit visas for Korea and Malaysia?,"I'm a Sri Lankan passport holder and I am living in in the Northern Mariana Islands, a US territory, on a CW2 visa. I'm planning to travel to Sri Lanka by the end of the month and have to transit in Korea and Malaysia. 
Do I need any transit visas? I have no more than 5 hours waiting time for my next flights. I am flying via T'way Airlines to Korea and Air Asia Airlines to Malaysia and on to Colombo. 
","transit, south-korea, malaysia, sri-lankan-citizens"
What rights to photography exist at UK airports?,"Recently while flying into the UK at Stansted Airport, I took a picture of a sign in the arrivals area pre-customs clearance. (The context is that when I travel, I like to take pictures of signs that I find amusing. Weird hobby, I know.)
This act was noticed by a member of staff - not someone from airport security or police, but someone assisting a wheelchair-bound traveller - who chased after me and asked me to delete the image since ""photography was not allowed within the airport"". She even ensured it was deleted from the phone's ""deleted images"" folder to prevent recovery. 
I complied at the time with this request since it was late and I didn't want an argument but it got me thinking: what photography rights do people legally have, without prior media clearance, at UK airports? And if yes, is this restricted to certain areas before/after security and customs clearance?
","uk, legal, airports, photography"
"How much cheaper are train tickets when buying in advance (UK, Manchester)?","It's always been said that the only way to make British trains affordable is to buy months in advance like you're taking an aeroplane.
Certainly on past experience coming on the day and buying a ticket it can be crazy expensive.
However; I suspect I may have been conned. Buying a ticket from the ticket desk and being given some very flexible any-time ticket rather than just a normal ticket for the next train.
Next month I have a flight to Manchester airport and then from here I need to get to the north east (Durham/Chester le Street/Newcastle, all good, I'm going to be picked up from the station to go onto my destination).
I've done something similar before and I remember buying a ticket for some hours after my flight and having to sit and wait at the airport station for a while whilst trains came and went to Manchester city. I don't want to buy one too close to my estimated landing time in case the flight is delayed.
How do I find out how much a ticket bought on the day will cost me?
Is there a way to balance buying in advance with the flexibility needed from connecting from a flight?
","uk, trains"
Does the U.S. monitor who is on foreign flights?,"I am a US citizen. If I fly out of Mexico to Argentina, will the US government know where I am?
","air-travel, us-citizens, security"
Where was this image taken?,"This is one of windows 10's background:

I believe it might be the USA, somewhere
","usa, where-on-earth, identify-this"
Travel Recommendations allowed on this stack?,"I do apologise for potentially asking two questions here, but I am looking for some travel advice for my upcoming trip to Norway (what to see on my specific route of travel). Is this allowed on this site? -- or is it more about Visa's and that kind of 'travel' stuff?
",online-resources
Baggage Storage in Downtown Toronto,"I am traveling to Toronto, ON, Canada in July with my family. We will arrive at around 1am in the morning and we plan to take some rest till around 9am in the airport and then travel to downtown.
However, the place we are going to stay during the vacation has a kinda-late check-in time at 5pm. We'd like to ditch the luggage during the day and pick them up before we check in the accommodation.
Is there any luggage storage service or baggage locker in Downtown Toronto which is in a fair price range for one-day storage?
","luggage-storage, toronto"
Reserving a domestic TGV train in Germany,"I am travelling to Germany and France next month. For the last leg, I am travelling from Lyon to Paris Charles de Gaulle Terminal 2 by TGV.
Would it be possible to reserve this ticket in Germany(Frankfurt, Munchen, Dusseldorf, Koln, Bonn, or Stuttgart)?
Also, would this(buying 2 weeks in advance) be cheaper than buying the ticket 6 days in advance?
","germany, france, high-speed-rail, sncf, deutsche-bahn"
Can I apply for a Schengen visa if the first port of entry is Bulgaria?,"I am an Indian national. 
My flights are Mumbai (BOM) to Sofia (SOF) return. 
Port of Entry & Exit: Bulgaria
I am planning to visit Italy, France and Switzerland. Staying in Bulgaria is not part of my travel itinerary but can stay if need be. I can take a separate flight to Milan on same day.
Which visa(s) should I be applying for: Bulgarian visa and a Schengen visa, or just a Schengen visa for Italy?
","schengen, indian-citizens, bulgaria"
